id_operator,id_document,designation,item_code,ia_product,id_etablishment,conditioning_unit,quantity,unit_price_without_tax,item_discount
229,39584,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,8.0,5.3,0.0
229,39584,LINGUIN_PE_1KG - LINGUINE fresche trafilate al bronzo vk 1kgPastificio ELITE,LINGUIN_PE_1KG,linguine,264,Kg,8.0,5.05,0.0
229,39584,MAFALD _PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kgEtichetta : PASTIFICIO ELITE,MAFALD _PE_1KG,,264,Kg,12.0,5.05,0.0
229,39584,PAPPA_PE_1KG - PAPPARDELLE ALLUOVO 1 kgPastificio Elite,PAPPA_PE_1KG,pappardelle,264,Kg,8.0,5.05,0.0
229,39584,"PROS_COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeonciniEtichetta: Botticella",PROS_COTT,cots cuvee rouge,264,Kg,17.876,8.05,0.0
229,39584,SPIAN_PICCANT - SPIANATA PICCANTE intera s/vuoto,SPIAN_PICCANT,spianata pimentee,264,Kg,3.94,12.5,0.0
229,39584,GUANARICC - GUANCIALE DI ARICCIA STAGIONATO s/vuoto,GUANARICC,guanciale,264,Kg,17.552,11.4,0.0
229,39584,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,4.0,19.3,0.0
229,39584,"PETRA5063 - PETRA 5063 - SpecialFaina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,1.0,18.5,0.0
229,39584,GRANRIS_2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS_2.5KG,tomate entiere pelee,264,Unite,6.0,4.5,0.0
229,39584,EVO5L - OLIO EXTRA VERGINE DOLIVA bidone da 5 litri,EVO5L,huile olive,264,Unite,1.0,44.5,0.0
229,39584,OLIOTART_5LT - OLIO AL TARTUFO NERO PREGIATO bidone da5 litri,OLIOTART_5LT,huile truffe,264,Unite,1.0,124.0,0.0
229,39584,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,30.0,7.0,0.0
229,39584,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,20.0,12.0,0.0
229,39584,STRACC_500GR - STRACCIALTELLA vk 500 gr.Cartone da 8 barchette da 500 gr,STRACC_500GR,stracciatella,264,Kg,4.0,11.5,0.0
229,39584,STRACC_AFFUM_500GR - STRACCIALTELLA affumicata vk 500gr.Cartone da 8 barchette da 500 gr,STRACC_AFFUM_500GR,stracciatella fume,264,Kg,4.0,11.7,0.0
229,39584,PARMIG_12M_1_8 - PARMIGAINO REGGIANO DOP stagionato 12MESI in 1/8 s/vuoto,PARMIG_12M_1_8,parmesan,264,Kg,9.53,16.36,0.0
229,39584,GPGRATTUG - GRANA PADANO stagionato 10/12 mesiGRATTUGIATO busta da 1 kg,GPGRATTUG,grana padano bloc,264,Kg,8.0,14.35,0.0
229,39584,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,12.0,5.3,0.0
229,39584,LINGUIN_PE_1KG - LINGUINE fresche trafilate al bronzo vk 1 kgPastificio ELITE,LINGUIN_PE_1KG,linguine,264,Kg,8.0,5.05,0.0
229,39584,MAFALD_PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kgEtichetta : PASTIFICIO ELITE,MAFALD_PE_1KG,mafaldine trafilate,264,Kg,16.0,5.05,0.0
229,39584,PAPPA_P&C_1KG - PAPPARDELLE ALLUOVO 1 kgPasta&Company,PAPPA_P&C_1KG,pappardelle,264,Kg,4.0,5.8,0.0
229,39584,PROSTART_LEO - PROSCIUTTO ARROSTO AL TARTUFOS/VUOTOEtichetta: Leoncini,PROSTART_LEO,prosciutto arrosto truffe,264,Kg,7.734,12.5,0.0
229,39584,"PROS_COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeonciniEtichetta: Botticella",PROS_COTT,cots cuvee rouge,264,Kg,17.816,8.05,0.0
229,39584,SPIAN_PICCANT - SPIANATA PICCANTE intera s/vuoto,SPIAN_PICCANT,spianata pimentee,264,Kg,5.732,12.5,0.0
229,39584,"SEM8610 - PETRA 8610Semola di gano duro rimacinata da 12,5 kg",SEM8610,farine pate petra 8610,264,Sac,1.0,18.25,0.0
229,39584,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,2.0,19.3,0.0
229,39584,"PETRA5063 - PETRA 5063 - SpecialFaina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,1.0,18.5,0.0
229,39584,GRANRIS_2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS_2.5KG,tomate entiere pelee,264,Unite,18.0,4.5,0.0
229,39584,EVO5L - OLIO EXTRA VERGINE DOLIVA bidone da 5 litri,EVO5L,huile olive,264,Unite,1.0,44.5,0.0
229,39584,GRISS_MAIS - GRISSINI AL MAISCartone da 15 pezzi - sacchetto da 250 gr.,GRISS_MAIS,grissini,264,Unite,15.0,3.79,0.0
229,39584,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,30.0,7.0,0.0
229,39584,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,20.0,12.0,0.0
229,39584,GPGRATTUG - GRANA PADANO stagionato 10/12 mesiGRATTUGIATO busta da 1 kg,GPGRATTUG,grana padano bloc,264,Kg,8.0,14.35,0.0
229,39584,PARMIG_12M_1_8 - PARMIGAINO REGGIANO DOP stagionato 12MESI in 1/8 s/vuoto,PARMIG_12M_1_8,parmesan,264,Kg,14.766,16.36,0.0
229,39584,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,12.0,5.3,0.0
229,39584,LINGUIN_PE_1KG - LINGUINE fresche trafilate al bronzo vk 1 kgPastificio ELITE,LINGUIN_PE_1KG,linguine,264,Kg,16.0,5.05,0.0
229,39584,MAFALD_PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kgEtichetta : PASTIFICIO ELITE,MAFALD_PE_1KG,mafaldine trafilate,264,Kg,12.0,5.05,0.0
229,39584,SPIAN PICCANT - SPIANATA PICCANTE intera s/vuoto 99,SPIAN_PICCANT,spianata pimentee,264,Kg,4.0,12.5,0.0
229,39584,"PROS_COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeoncini",PROS_COTT,cots cuvee rouge,264,Kg,8.868,8.05,0.0
229,39584,PROSTART_LEO - PROSCIUTTO ARROSTO AL TARTUFOS/VUOTO,PROSTART_LEO,prosciutto arrosto truffe,264,Kg,7.804,12.5,0.0
229,39584,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,51.0,19.3,0.0
229,39584,"PETRA5063 - PETRA 5063 - SpecialFaina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,2.0,18.5,0.0
229,39584,CARPTART_ 1KG - CARPACCIO DI TARTUFO vaso da 1 kg.,CARPTART,carpaccio truffe,264,7Unite,7.0,100.0,0.0
229,39584,TART500 - CREMA TARTUFATA vaso da 500 gr.,TART500,creme tartufata,264,Unite,12.0,10.0,0.0
229,39584,GRANRIS_2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS_2.5KG,tomate entiere pelee,264,Unite,12.0,4.5,0.0
229,39584,"GELATNOCCI_2.5KG - Gelato artigianale alla NOCCIOLAsecchiello da 2,5 kg",GELATNOCCI_2.5KG,glace noisette artisan,264,Unite,1.0,26.25,0.0
229,39584,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,54.0,7.0,0.0
229,39584,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,30.0,12.0,0.0
229,39584,"GORGDOLC - GORGONZOLA DOP DOLCE 1/8 kg 1,3",GORGDOLC,gorgonzola,264,Kg,5.514,10.63,0.0
229,39584,STRACC_500GR - STRACCIALTELLA vk 500 gr.Cartone da 8 barchette da 500 gr,STRACC_500GR,stracciatella,264,Kg,12.0,11.5,0.0
229,39584,STRACC_AFFUM_500GR - STRACCIALTELLA affumicata vk 500gr.Cartone da 8 barchette da 500 gr,STRACC_AFFUM_500GR,stracciatella fume,264,Kg,12.0,11.7,0.0
229,39584,GPGRATTUG - GRANA PADANO stagionato 10/12 mesiGRATTUGIATO busta da 1 kg,GPGRATTUG,grana padano bloc,264,Kg,8.0,14.35,0.0
229,39584,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,12.0,5.3,0.0
229,39584,MAFALD_PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kg,MAFALD_PE_1KG,mafaldine trafilate,264,Kg,8.0,5.05,0.0
229,39584,PAPPA_P&C_1KG - PAPPARDELLE ALLUOVO 1 kgPasta&Company,PAPPA_P&C_1KG,pappardelle,264,Kg,8.0,5.8,0.0
229,39584,"PROS COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeoncini",PROS COTT,cots cuvee rouge,264,Kg,17.89,8.05,0.0
229,39584,GUANARICC - GUANCIALE DI ARICCIA STAGIONATO s/vuoto,GUANARICC,guanciale,264,Kg,27.608,11.4,0.0
229,39584,"SEM8610 - PETRA 8610Semola di gano duro rimacinata da 12,5 kg",SEM8610,farine pate petra 8610,264,Sac,1.0,18.25,0.0
229,39584,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,5.0,19.3,0.0
229,39584,"PETRA5063 - PETRA 5063 - Special 4Faina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,2.0,18.5,0.0
229,39584,GRANRIS_2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS_2.5KG,tomate entiere pelee,264,Unite,12.0,4.5,0.0
229,39584,CANNOL32GR - CANNOLI SICILIANI N. 200 IN KIT (4 scatole con50 cialde),CANNOL32GR,cannoli siciliani,264,Unite,1.0,114.0,0.0
229,39584,LINGUIN_AFEL_1KG - Linguine Afeltra 100% grano italianobusta da 1 KG,LINGUIN_AFEL_1KG,linguine,264,Unite,12.0,5.3,0.0
229,39584,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,48.0,7.0,0.0
229,39584,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,17.0,12.0,0.0
229,39584,STRACC_500GR - STRACCIALTELLA vk 500 gr.Cartone da 8 barchette da 500 gr,STRACC_500GR,stracciatella,264,Kg,8.0,11.5,0.0
229,39584,STRACC_AFFUM_500GR - STRACCIALTELLA affumicata vk 500gr.Cartone da 8 barchette da 500 gr,STRACC_AFFUM_500GR,stracciatella fume,264,Kg,8.0,11.7,0.0
229,39584,BUF20GR - MOZZARELLA DI BUFALA CAMPANA formato 20 gr.,BUF20GR,mozzarella boule bufala,264,KgKg,3.0,13.3,0.0
229,39584,PARMIG_12M_1_8 - PARMIGAINO REGGIANO DOP stagionato 12MESI in 1/8 s/vuoto,PARMIG_12M_1_8,parmesan,264,Kg,4.662,16.36,0.0
229,39584,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,12.0,5.3,0.0
229,39584,LINGUIN_PE_1KG - LINGUINE fresche trafilate al bronzo vk 1 kgPastificio ELITE,LINGUIN_PE_1KG,linguine,264,Kg,8.0,5.05,0.0
229,39584,MAFALD_PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kgEtichetta : PASTIFICIO ELITE,MAFALD_PE_1KG,mafaldine trafilate,264,Kg,12.0,5.05,0.0
229,39584,"PROS_COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeonciniEtichetta: Botticella",PROS_COTT,cots cuvee rouge,264,Kg,8.92,8.05,0.0
229,39584,SPIAN_PICCANT - SPIANATA PICCANTE intera s/vuoto,SPIAN_PICCANT,spianata pimentee,264,Kg,2.038,12.5,0.0
229,39584,PROSTART_ LEO - PROSCIUTTO ARROSTO AL TARTUFOS/VUOTOEtichetta: Leoncini,PROSTART_ LEO,ruffino leo rouge,264,Kg,16.228,12.5,0.0
229,39584,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,3.0,19.3,0.0
229,39584,"PETRA5063 - PETRA 5063 - SpecialFaina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,1.0,18.5,0.0
229,39584,TART500 - CREMA TARTUFATA vaso da 500 gr.,TART500,creme tartufata,264,Unite,12.0,10.0,0.0
229,39584,GRANRIS 2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS 2.5KG,grandi mezzelune cepe/truffe,264,Unite,12.0,4.5,0.0
229,39584,GRISS_MAIS - GRISSINI AL MAISCartone da 15 pezzi - sacchetto da 250 gr. 9,GRISS_MAIS,grissini,264,Unite,15.0,3.79,0.0
229,39584,"GELATNOCCI_2.5KG - Gelato artigianale alla NOCCIOLAsecchiello da 2,5 kg",GELATNOCCI_2.5KG,glace noisette artisan,264,Unite,1.0,26.25,0.0
229,39584,PETRA 5037 - Unica,PETRA5037,farine pizza petra 5037,264,,3.0,19.3,0.0
229,39584,GRANA PADANO stagionato 10/12 mesi,GPGRATTUG,grana padano bloc,264,,8.0,14.35,0.0
229,39589,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,30.0,7.0,0.0
229,39589,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,10.0,12.0,0.0
229,39589,RIC_BUF 500GR - RICOTTA DI BUFALA fuscella da 500 gr,RIC_BUF 500GR,the menthe,264,Kg,6.0,8.9,0.0
229,39589,BUF20GR - MOZZARELLA DI BUFALA CAMPANA formato 20 gr.,BUF20GR,mozzarella boule bufala,264,Kg,3.0,13.3,0.0
229,39589,PARMIG_12M_1_8 - PARMIGAINO REGGIANO DOP stagionato12 MESI in 1/8 s/vuoto,PARMIG_12M_1_8,parmesan,264,Kg,5.112,16.36,0.0
229,39589,"TOMACAPRA - TOMA DI CAPRA fresca s/vuoto 1,8 kg",TOMACAPRA,tomas cusine,264,Kg,5.244,16.5,0.0
229,39589,"FUSIL_P&CO - FUSILLONI ALLUOVO barchetta da 1,5 kg",FUSIL_P&CO,,264,Kg,10.664,5.8,0.0
229,39589,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,4.0,5.3,0.0
229,39589,"PROS_COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeoncini",PROS_COTT,cots cuvee rouge,264,Kg,25.382,8.05,0.0
229,39589,PROSTART_LEO - PROSCIUTTO ARROSTO AL TARTUFOS/VUOTOEtichetta: Leoncini,PROSTART_LEO,prosciutto arrosto truffe,264,Kg,8.324,12.5,0.0
229,39589,"SEM8610 - PETRA 8610Semola di gano duro rimacinata da 12,5 kg",SEM8610,farine pate petra 8610,264,Sac,1.0,18.25,0.0
229,39589,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,4.0,19.3,0.0
229,39589,GRANRIS_2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS_2.5KG,tomate entiere pelee,264,Unite,18.0,4.5,0.0
229,39589,TART500 - CREMA TARTUFATA vaso da 500 gr.,TART500,creme tartufata,264,Unite,12.0,10.0,0.0
229,39589,EVO5L - OLIO EXTRA VERGINE DOLIVA bidone da 5 litri,EVO5L,huile olive,264,Unite,4.0,44.5,0.0
229,39589,"GELATNOCCI_2.5KG - Gelato artigianale alla NOCCIOLA-secchiello da 2,5 kg",GELATNOCCI_2.5KG,glace noisette artisan,264,Unite,1.0,26.25,0.0
229,39589,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,48.0,7.0,0.0
229,39589,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,6.0,12.0,0.0
229,39589,SCAMAFF_375GR - SCAMORZA AFFUMICATA s/vuoto 375 gr.,SCAMAFF_375GR,scamorza boule fume,264,Kg,3.465,9.9,0.0
229,39589,"TOMACAPRA - TOMA DI CAPRA fresca s/vuoto 1,8 kg",TOMACAPRA,tomas cusine,264,Kg,3.532,16.5,0.0
229,39589,BUF20GR - MOZZARELLA DI BUFALA CAMPANA formato 20 gr.,BUF20GR,mozzarella boule bufala,264,Kg,3.0,13.3,0.0
229,39589,MAFALD_PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kgEtichetta : PASTIFICIO ELITE,MAFALD_PE_1KG,mafaldine trafilate,264,Kg,8.0,5.05,0.0
229,39589,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,8.0,5.3,0.0
229,39589,SFOGLIA_P&CO_1KG - SFOGLIA PER LASAGNA 1 kg,SFOGLIA_P&CO_1KG,lasagne plaque,264,Kg,4.0,5.92,0.0
229,39589,GRISS_MAIS - GRISSINI AL MAISCartone da 15 pezzi - sacchetto da 250 gr.,GRISS_MAIS,grissini,264,Unite,15.0,3.79,0.0
229,39589,GPGRATTUG - GRANA PADANO stagionato 10/12 mesiGRATTUGIATO busta da 1 kg,GPGRATTUG,grana padano bloc,264,Kg,8.0,14.35,0.0
229,39589,"FUSIL_P&CO - FUSILLONI ALLUOVO barchetta da 1,5 kg",FUSIL_P&CO,,264,Kg,11.691,5.8,0.0
229,39589,"PROS_COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeonciniEtichetta: Botticella",PROS_COTT,cots cuvee rouge,264,Kg,17.034,8.05,0.0
229,39589,PARM18_CG - PROSCIUTTO DI PARMA dop 18 mesi CORRADINIGUERRINO,PARM18_CG,glace amarena artisan,264,Kg,23.45,16.5,0.0
229,39589,"SALA_NAP PICCAN - SALAME NAPOLI piccante intero s/vuoto1,5 kg",SALA_NAP_PICCAN,salami napoli piccante,264,Kg,2.71,12.75,0.0
229,39589,PROSTART_LEO - PROSCIUTTO ARROSTO AL TARTUFOS/VUOTO,PROSTART_LEO,prosciutto arrosto truffe,264,Kg,7.568,12.5,0.0
229,39589,EVO5L - OLIO EXTRA VERGINE DOLIVA bidone da 5 litri,EVO5L,huile olive,264,Unite,1.0,44.5,0.0
229,39589,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,3.0,19.3,0.0
229,39589,"PETRA5063 - PETRA 5063 - SpecialFaina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,1.0,18.5,0.0
229,39589,GRANRIS 2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS_2.5KG,grandi mezzelune cepe/truffe,264,Unite,6.0,4.5,0.0
229,39589,"GELATNOCCI_2.5KG - Gelato artigianale alla NOCCIOLAsecchiello da 2,5 kg",GELATNOCCI_2.5KG,glace noisette artisan,264,Unite,1.0,26.25,0.0
229,39589,FIORDL_3KG MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,36.0,7.0,0.0
229,39589,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,24.0,12.0,0.0
229,39589,STRACC_500GR - STRACCIALTELLA vk 500 gr.Cartone da 8 barchette da 500 gr,STRACC_500GR,stracciatella,264,Kg,20.0,11.7,0.0
229,39589,"RICCOT_VACC_1.5KG - RICOTTA di latte vaccino - cartone da2*1,5 kg",RICCOT_VACC_1.5KG,tortellini ricotta epinard,264,Kg,6.0,4.5,0.0
229,39589,"GORGDOLC - GORGONZOLA DOP DOLCE 1/8 kg 1,3",GORGDOLC,gorgonzola,264,Kg,5.848,11.7,0.0
229,39589,"TOMACAPRA - TOMA DI CAPRA fresca s/vuoto 1,8 kg",TOMACAPRA,tomas cusine,264,Kg,6.402,16.5,0.0
229,39589,GPGRATTUG - GRANA PADANO stagionato 10/12 mesiGRATTUGIATO busta da 1 kg,GPGRATTUG,grana padano bloc,264,Kg,16.0,14.35,0.0
229,39589,PARMIG_12M_1_8 - PARMIGAINO REGGIANO DOP stagionato12 MESI in 1/8 s/vuoto,PARMIG_12M_1_8,parmesan,264,Kg,5.006,16.36,0.0
229,39589,"FUSIL_P&CO - FUSILLONI ALLUOVO barchetta da 1,5 kg",FUSIL_P&CO,,264,Kg,15.068,5.8,0.0
229,39589,MAFALD_PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kg,MAFALD_PE_1KG,mafaldine trafilate,264,Kg,12.0,5.05,0.0
229,39589,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kgEtichetta : PASTIFICIO ELITE,RIGATONI_PE_1KG,rigatoni,264,Kg,4.0,5.3,0.0
229,39589,SALA_DIAVOLETT - Salame DIAVOLETTA s/vuoto X 3Salame piccante stile Pepperoni,SALA_DIAVOLETT,salami diavoletta,264,Kg,3.82,10.76,0.0
229,39589,PARM18_CG - PROSCIUTTO DI PARMA dop 18 mesi CORRADINIGUERRINO,PARM18_CG,glace amarena artisan,264,Kg,8.034,16.5,0.0
229,39589,"SALA_NAP PICCAN - SALAME NAPOLI piccante intero s/vuoto1,5 kg",SALA_NAP_PICCAN,salami napoli piccante,264,Kg,2.754,12.75,0.0
229,39589,CAPP_1800_GR - FRUTTO DI CAPPERO in aceto aromatizzato -vaso da 1800 g,CAPP_1800_GR,capre fine,264,,1.0,29.9,0.0
229,39589,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,5.0,19.3,0.0
229,39589,"PETRA5063 - PETRA 5063 - SpecialFaina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,2.0,18.5,0.0
229,39589,GRANRIS_2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr.-GUDSTAROSSO,GRANRIS_2.5KG,tomate entiere pelee,264,Unite,6.0,4.5,0.0
229,39589,CARPTART_1KG - CARPACCIO DI TARTUFO vaso da 1 kg.,CARPTART_1KG,carpaccio truffe,264,Unite,7.0,100.0,0.0
229,39589,EVO5L - OLIO EXTRA VERGINE DOLIVA bidone da 5 litri,EVO5L,huile olive,264,Unite,2.0,44.5,0.0
229,39589,"GELATNOCCI_2.5KG - Gelato artigianale alla NOCCIOLA-secchiello da 2,5 kg",GELATNOCCI_2.5KG,glace noisette artisan,264,Unite,1.0,26.25,0.0
229,39589,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,48.0,7.0,0.0
229,39589,BUF20GR - MOZZARELLA DI BUFALA CAMPANA formato 20 gr.,BUF20GR,mozzarella boule bufala,264,Kg,3.0,13.3,0.0
229,39589,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,24.0,12.0,0.0
229,39589,"RICCOT_VACC_1.5KG - RICOTTA di latte vaccino - cartone da2*1,5 kg",RICCOT_VACC_1.5KG,tortellini ricotta epinard,264,Kg,6.0,4.5,0.0
229,39589,GPGRATTUG - GRANA PADANO stagionato 10/12 mesiGRATTUGIATO busta da 1 kg,GPGRATTUG,grana padano bloc,264,Kg,81.0,14.35,0.0
229,39589,"GORGDOLC - GORGONZOLA DOP DOLCE 1/8 kg 1,3",GORGDOLC,gorgonzola,264,Kg,6.295,11.7,0.0
229,39589,MAFALD_PE_1KG - MAFALDINE fresche trafilate al bronzo vk 1kg,MAFALD_PE_1KG,mafaldine trafilate,264,Kg,8.0,5.05,0.0
229,39589,RIGATONI_PE_1KG - RIGATONI freschi trafilati al bronzo vk 1 kg,RIGATONI_PE_1KG,rigatoni,264,Kg,8.0,5.3,0.0
229,39589,PROSTART_ LEO - PROSCIUTTO ARROSTO AL TARTUFOS/VUOTO,PROSTART_LEO,ruffino leo rouge,264,Kg,16.54,12.5,0.0
229,39589,"PROS_COTT - PROSCIUTTO COTTO intero s/vuoto 8,5 kgLeoncini",PROS_COTT,cots cuvee rouge,264,Kg,8.324,8.05,0.0
229,39589,PARM18_CG - PROSCIUTTO DI PARMA dop 18 mesi CORRADINIGUERRINO,PARM18_CG,glace amarena artisan,264,Kg,16.11,16.5,0.0
229,39589,"SEM8610 - PETRA 8610Semola di gano duro rimacinata da 12,5 kg",SEM8610,farine pate petra 8610,264,Sac,1.0,18.25,0.0
229,39589,"PETRA5037 - PETRA 5037 - UnicaFaina di gano teneo tipo 0 da 12,5 kg",PETRA5037,farine pizza petra 5037,264,Sac,3.0,19.3,0.0
229,39589,"PETRA5063 - PETRA 5063 - SpecialFaina di gano teneo tipo 0 da 12,5 kg",PETRA5063,farine pizza petra 5063,264,Sac,1.0,18.5,0.0
229,39589,GRANRIS_2.5KG - Pomodoro PELATO GRAN RISERVA 2500 gr. -GUDSTAROSSO,GRANRIS_2.5KG,tomate entiere pelee,264,Unite,6.0,4.5,0.0
229,39589,"CARCIOFGUST - CARCIOFI A SPICCHI al naturale KG 2,5Etichetta : Gustarosso",CARCIOFGUST,artichaut tranche,264,Unite,6.0,8.9,0.0
229,39589,TART500 - CREMA TARTUFATA vaso da 500 gr.,TART500,creme tartufata,264,Unite,12.0,10.0,0.0
229,39589,FIORDL_3KG_MALU - FIOR DI LATTE PER PIZZA IN ACQUAvasca da 3 kg,FIORDL_3KG_MALU,mozzarella fiordilatte,264,Kg,42.0,7.0,0.0
229,39589,BURR100GR - BURRATINA 100 gr. VK 1 KG,BURR100GR,burratina 100g,264,Kg,12.0,12.0,0.0
229,39589,BUF20GR - MOZZARELLA DI BUFALA CAMPANA formato 20 gr.,BUF20GR,mozzarella boule bufala,264,Kg,3.0,13.3,0.0
229,39589,RIC_BUF_500GR - RICOTTA DI BUFALA fuscella da 500 gr,RIC_BUF_500GR,ricotta di bufala,264,Kg,9.0,8.9,0.0
229,39589,PARMIG_12M_1_8 - PARMIGAINO REGGIANO DOP stagionato12 MESI in 1/8 s/vuoto,PARMIG_12M_1_8,parmesan,264,Kg,5.312,16.36,0.0
